item ID,item Title,item price,href-url,user-agent
2724448988598,"
                  منظم للحمام والمطبخ 4 دو متحرك
              ",160.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/منظم-للح...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724300059367,"
                  ذراع تحكم سوني لاسلكي دوال شوك 4 لجهاز بلاي ستيشن 4 - احمر
              ",799.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ذراع-تحك...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724452770592,"
                  خزانة الادوية ، بولي بروبلين - لون رمادي
              ",59.98,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/خزانة-ال...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724330952171,"
                  جي 7، مجموعة جهاز ارسال موجات اف ام ومشغل ام بي 3 لاسلكي بتقنية بلوتوث للسيارات، مع منفذ يو اس بي للشاحن، وقارئ بطاقات الذاكرة
              ",67.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/جي-7-مجم...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724271743425,"
                  ميزان الكتروني للمطبخ حمولة 10 كجم
              ",50.91,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ميزان-ال...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724289085302,"
                  خرطوم اكس هوز المتمدد المرن ‫(الطول 5-15 متر)
              ",91.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/خرطوم-اك...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724324209229,"
                  جهاز استقبال وبث انترنت ووسائط متعددة، واي فاي من اني كاست
              ",155.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/جهاز-است...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724337775766,"
                  فلاش ميموري 16 جيجابايت يو اس بي 3.0 ديجيتال داتا ترافلر 50 من كينجستون، سرعة قراءة 30 ميجابايت/ ثانية وسرعة النسخ 5 ميجابايت/ ثانية
              ",69.90,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/فلاش-ميم...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724286704565,"
                  الة خياطة كهربائية صغيرة الحجم مناسبة في المنزل مزودة بمحول تيار من سارتوريلي
              ",196.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/الة-خياط...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724629969408,"
                  الاستشعار عن الطائرات الصفراء ذكي تعليق طائرات التحكم عن بعد الاستقراء الساخنة لعب الأطفال الشحن
              ",69.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/الاستشعا...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724468518812,"
                  B071KW9GTT  اجهزة نزع الشعر للنساء
              ",62.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/b071kw9g...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724284270475,"
                  حامل المنظفات المطور
              ",93.27,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/حامل-الم...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724272952925,"
                  عقلة باب
              ",138.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/عقلة-باب...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724283870409,"
                  موزع العجين 900 مل  
              ",57.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/موزع-الع...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724314873522,"
                  منظم و آداة تخزين المطبخ ، بلاستيك - لون رمادي
              ",78.55,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/منظم-و-آ...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724488463734,"
                  سلة المهملات من شركة اتاتش ايه تراش ، بلاستيك - لون ابيض
              ",74.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/سلة-المه...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724334236758,"
                  راس دوش استحمام علاجي مع فلتر حفظ المياه لتساقط الشعر وجفاف البشرة
              ",73.74,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/راس-دوش-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724298268956,"
                  ميزان مطبخ رقمي حمولة 7 كيلو
              ",50.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ميزان-مط...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724444790225,"
                  مشغل ام بي 3 عالمي للسيارة ويحتوي على بلوتوث وجهاز ارسال موجات اف ام، متوافق مع الهواتف الذكية، من كار جي7 - اسود
              ",64.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/مشغل-ام-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724292001788,"
                  ممسحة مع بخاخ لتلميع وتعقيم السيراميك والرخام السحرية
              ",128.95,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ممسحة-مع...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724275893492,"
                  منظم (حامل) المكانس
              ",74.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/منظم-حام...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724335549789,"
                  فيت  توتش بيوتي الة زالة الشعر للبشرة الحساسة 
              ",59.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/فيت-توتش...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724666007606,"
                  3 pcs Pants Hangers  S-Type Stainless Steel Multi Layers Jeans Hangers, Multi-Purpose Closet Storage Organizer for Pants Jeans Tie Scarf Towel Clothes, Space Saving Storage Rack
              ",71.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/3-pcs-pa...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724680433894,"
                  منشر غسيل ستانلس ستيل متعدد الاستخدمات 3 طبقات
              ",365.70,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/منشر-غسي...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
item ID,item Title,item price,href-url,user-agent
2724339783929,"
                  قرص صلب خارجي ماي باسبورت من ويسترن ديجيتال بسعة 1 تيرا، بمنفذ يو اس بي 3.0، برتقالي - WDBYNN0010BOR
              ",775.00,https://egypt.souq.com/eg-ar/قرص-صلب-خارجي-ماي-باسبورت-من-ويسترن-ديجيتال-بسعة-1-تيرا-بمنفذ-يو-اس-بي-3-0-برتقالي-wdbynn0010bor-11800570/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724286664326,"
                  سلم أن لفت - قميص الشد و التخسيس و التنحيف للرجال - مقاس XXL
              ",95.00,https://egypt.souq.com/eg-ar/سلم-أن-لفت-قميص-الشد-و-التخسيس-و-التنحيف-للرجال-مقاس-xxl-6639091/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724448713862,"
                  صدرية سيليكون للنساء
              ",44.99,https://egypt.souq.com/eg-ar/صدرية-سيليكون-للنساء-22585017/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724339784889,"
                  قرص صلب خارجي ماي باسبورت من ويسترن ديجيتال بسعة 2 تيرا، بمنفذ يو اس بي 3.0، ازرق - WDBYFT0020BBL
              ","2,200.00",https://egypt.souq.com/eg-ar/قرص-صلب-خارجي-ماي-باسبورت-من-ويسترن-ديجيتال-بسعة-2-تيرا-بمنفذ-يو-اس-بي-3-0-ازرق-wdbyft0020bbl-11800666/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724605824226,"
                  YaFex Adjustable Mini Octopus Cell Phone Tripod, Flexible Phone Tripod for Any Smartphone, iPhone, with Universal Clip
              ",130.00,https://egypt.souq.com/eg-ar/yafex-adjustable-mini-octopus-cell-phone-tripod-flexible-phone-tripod-for-any-smartphone-iphone-with-universal-clip-33458154/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724287769242,"
                  سلم أن لفت - قميص الشد و التخسيس و التنحيف للرجال - مقاس M
              ",83.79,https://egypt.souq.com/eg-ar/سلم-أن-لفت-قميص-الشد-و-التخسيس-و-التنحيف-للرجال-مقاس-m-6748528/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724335622550,"
                  جهاز المساج والتخسيس وشد الترهلات وإزالة السليوليد وتنعيم وإزالة الجلد الميت من القدمين ريلاكس اند سبين تون
              ",140.80,https://egypt.souq.com/eg-ar/جهاز-المساج-والتخسيس-وشد-الترهلات-وإزالة-السليوليد-وتنعيم-وإزالة-الجلد-الميت-من-القدمين-ريلاكس-اند-سبين-تون-11417741/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724288556292,"
                  بطاقة الذاكرة كينجستون 8 جيجا مايكرو اس دي اتش سي كلاس 4 مع ادابتر - SDC4/8GB
              ",80.00,https://egypt.souq.com/eg-ar/بطاقة-الذاكرة-كينجستون-8-جيجا-مايكرو-اس-دي-اتش-سي-كلاس-4-مع-ادابتر-sdc4-8gb-6826671/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724339469557,"
                  سيجيت باراكودا 2 تيرا بايت داخلية ساتا 6 جيجابايت / ثانية 64 ميجابايت 3.5 ""ديسكتوب هارد دريف -ST2000DM006
              ","1,090.00",https://egypt.souq.com/eg-ar/سيجيت-باراكودا-2-تيرا-بايت-داخلية-ساتا-6-جيجابايت-ثانية-64-ميجابايت-3-5-ديسكتوب-هارد-دريف-st2000dm006-11774273/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724466993697,"
                  فيفا 18 للبلاي ستيشن 4 من اليكترونيك ارتس
              ",699.00,https://egypt.souq.com/eg-ar/فيفا-18-للبلاي-ستيشن-4-من-اليكترونيك-ارتس-23950309/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724444967016,"
                  ماكينة الخياطة حجم صغير على ضوء مع دواسة لسهولة السيطرة القدم
              ",200.00,https://egypt.souq.com/eg-ar/ماكينة-الخياطة-حجم-صغير-على-ضوء-مع-دواسة-لسهولة-السيطرة-القدم-22276876/i/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
